Src IP,Dst IP,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.141,192.168.0.142,6,119903327,1385,1364,2279078.0,1889.0,2795.0,441.0,1645.54368231047,514.8665841042538,1889.0,0.0,1.3848973607038135,51.14754260342818,19023.38372979425,22.926803357174567,43632.94286753996,53791.1180361651,291752.0,-116.0,119799730.0,86560.49855491334,45051.466398755925,291764.0,0.0,119903327.0,87970.15920763019,44181.93796250016,291790.0,5.0,0,1,0,0,44320,44896,11.550972226150154,11.375831131024412,0.0,2795.0,830.129454545456,900.5221148147041,810940.079270347,0,0,0,1,1,0,0,0,0.0,830.4314296107675,1645.5436823104694,1.3848973607038124,0,0,0,0,0,0,1385,2279078,1364,1889,-1,477,1385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61455315,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650879423529112,20485105.0,35444834.54294184,61413274.0,15319.0,0.0,0.0,0.0,0.0,0.0,61455315.0,30727657.5,43417679.361641616,61428593.0,26722.0,0,0,0,0,32,96,0.0162719855882278,0.0488159567646834,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,26722.0,0.0,26722.0,26722.0,61413274.0,0.0,61413274.0,61413274.0,BENIGN
192.168.0.141,192.168.0.142,6,62232119,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285509818490995,8890302.714285713,22820837.878814343,60636416.0,15.0,61427272.0,30713636.0,42317201.2999064,60636416.0,790856.0,62223152.0,15555788.0,30067835.59040219,60654130.0,27.0,0,0,0,0,96,160,0.0482066181934123,0.0803443636556871,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,804847.0,0.0,804847.0,804847.0,60636416.0,0.0,60636416.0,60636416.0,BENIGN
192.168.0.141,192.168.0.142,6,72597533,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1101965820243506,10371076.142857142,18395331.8163915,50399869.0,13.0,61556131.0,30778065.5,27749420.627919864,50399869.0,11156262.0,72463159.0,18115789.75,22150539.196561985,50414161.0,13.0,0,0,0,0,96,160,0.0413237182591314,0.0688728637652191,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,4768.333333333334,8207.05168335946,14245.0,13.0,24149618.0,22733384.376346234,50399869.0,11021841.0,BENIGN
192.168.0.141,192.168.0.142,6,119980432,3198,3200,356388.0,102.0,918.0,102.0,111.44090056285192,52.55101437395609,102.0,0.0,0.0318749999999999,1.8031222920256929,2971.2345093073177,53.3253622557385,18755.73425042985,25381.071721933786,449726.0,-59.0,119945220.0,37518.05442602448,24293.477374997205,449860.0,0.0,119980432.0,37505.60550171922,24295.739991647908,449755.0,10.0,0,1,0,0,102336,102400,26.654346435425406,26.6710158203131,0.0,918.0,55.72620721987809,66.96935178591788,4484.894078626023,0,0,0,1,1,0,0,0,1.0,55.734917161613005,111.44090056285178,0.031875,0,0,0,0,0,0,3198,356388,3200,102,-1,6149,3198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119980414,3198,3200,356388.0,102.0,918.0,102.0,111.44090056285184,52.67472178721157,102.0,0.0,0.0318749999999999,1.8031222920256929,2971.2349550652493,53.3253702558486,18755.731436611,25360.712464710647,449810.0,-47.0,119945220.0,37518.05442602443,24238.858846612875,449860.0,0.0,119980414.0,37505.59987496097,24242.661013257228,449825.0,21.0,0,1,0,0,102336,102400,26.65435043423004,26.671019821618557,0.0,918.0,55.72620721987808,67.01789769376887,4491.39861129247,0,0,0,1,1,0,0,0,1.0,55.734917161613005,111.44090056285178,0.031875,0,0,0,0,0,0,3198,356388,3200,102,-1,6129,3198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119982704,3516,3309,472216.0,134.0,938.0,134.0,134.30489192263948,14.291351181546515,134.0,0.0,0.0404956180114838,2.329466207855098,3936.8174266184233,56.88319876504867,17582.45955451345,23555.473478529755,207650.0,-81.0,119944678.0,34123.663726884726,22725.01528253609,207691.0,0.0,119982704.0,36270.4667472793,21706.726704019777,207751.0,5.0,0,1,0,0,112512,106176,29.30422371544485,27.578975049603816,0.0,938.0,69.21828303545307,67.9044931087993,4611.020184362972,0,0,0,1,1,0,0,0,0.0,69.22842490842491,134.30489192263937,0.0404956180114838,0,0,0,0,0,0,3516,472216,3309,134,-1,1813,3516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119910177,1191,1193,62140.0,52.0,104.0,52.0,52.17464315701096,3.009742475281574,52.0,0.0,0.0435875943000838,1.5055081878237515,518.654892820315,19.881548502759696,50319.00000000005,40521.05819775679,224359.0,7.0,119801281.0,100673.34537815128,11455.530746124292,224359.0,10440.0,119910177.0,100595.78607382553,35707.74515313804,372037.0,3284.0,0,1,0,0,38112,38176,9.932434675665602,9.949113827094092,0.0,104.0,26.0981132075472,26.179147280058697,685.3477523110047,0,0,0,1,1,0,0,0,1.0,26.109060402684563,52.17464315701091,0.0435875943000838,0,0,0,0,0,0,1191,62140,1193,52,-1,695,1191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119967190,1361,1337,2274847.0,1897.0,1905.0,441.0,1671.4526083761957,491.6644608407779,1897.0,0.0,1.4188481675392677,51.880198282408166,18978.055583364083,22.48948233262778,44481.716722283934,53677.95398526616,277717.0,-95.0,119865559.0,88136.44044117654,43182.71672209264,277807.0,0.0,119967190.0,89795.80089820338,41913.499092792605,277729.0,5.0,0,1,0,0,43552,43864,11.344768515458268,11.14471381716951,0.0,1905.0,844.2537977028518,905.9769847748069,820794.2969416507,0,0,0,1,1,0,0,0,0.0,844.5667160859896,1671.452608376194,1.418848167539267,0,0,0,0,0,0,1361,2274847,1337,1897,-1,477,1361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119967211,1367,1341,2275729.0,1897.0,2787.0,441.0,1664.7615215801022,497.71759461984936,1897.0,0.0,1.41461595824012,51.8027651074873,18985.404270171788,22.572834505588364,44317.40339859614,53843.93584143967,277775.0,-85.0,119865559.0,87749.31112737919,43987.89253670091,277807.0,0.0,119967211.0,89527.76940298513,42728.18989429373,277839.0,5.0,0,1,0,0,43744,44016,11.394780195398557,11.178054310189806,0.0,2787.0,841.4629014396459,904.6079729677753,818315.5847568669,0,0,0,1,1,0,0,0,0.0,841.7736336779911,1664.7615215801025,1.4146159582401192,0,0,0,0,0,0,1367,2275729,1341,1897,-1,477,1367,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61564036,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649729981965444,20521345.333333336,35428070.20075898,61430104.0,9901.0,0.0,0.0,0.0,0.0,0.0,61564036.0,30782018.0,43518345.20433168,61554135.0,9901.0,0,0,0,0,32,96,0.0162432495491361,0.0487297486474083,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,9901.0,0.0,9901.0,9901.0,61430104.0,0.0,61430104.0,61430104.0,BENIGN
192.168.0.141,192.168.0.142,6,72538504,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1102862556966986,10362643.428571427,18402498.39096405,50403990.0,15.0,61501977.0,30750988.5,27793541.26263878,50403990.0,11097987.0,72463765.0,18115941.25,22152028.3169114,50416783.0,15.0,0,0,0,0,96,160,0.041357345886262,0.0689289098104366,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,4269.333333333334,7360.928632539058,12769.0,15.0,24150319.0,22736346.0300797,50403990.0,11023224.0,BENIGN
192.168.0.141,192.168.0.142,6,62240755,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285331452036531,8891536.42857143,22768839.374709558,60520064.0,19.0,61320240.0,30660120.0,42228337.77650113,60520064.0,800176.0,62227803.0,15556950.75,30066189.25839329,60652797.0,19.0,0,0,0,0,96,160,0.0481999294513699,0.0803332157522832,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,920515.0,0.0,920515.0,920515.0,60520064.0,0.0,60520064.0,60520064.0,BENIGN
192.168.0.141,192.168.0.142,6,119967839,3500,3272,469938.0,134.0,938.0,134.0,134.26800000000037,13.776900117607322,134.0,0.0,0.0409535452322738,2.342600064271465,3918.316808223911,56.44846199155092,17717.890858071147,23862.594194325677,208377.0,-85.0,119924842.0,34274.033152329284,23199.16347250356,208447.0,0.0,119967839.0,36676.19657597066,22093.04860846701,208406.0,5.0,0,1,0,0,112000,104956,29.174485671947465,27.273976319603456,0.0,938.0,69.42359368079136,67.82665018812837,4600.454475742734,0,0,0,1,1,0,0,0,0.0,69.43384524512699,134.268,0.0409535452322738,0,0,0,0,0,0,3500,469938,3272,134,-1,1836,3500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119966331,3198,3200,354960.0,102.0,918.0,102.0,110.99437148217648,48.91160053059392,102.0,0.0,0.0318749999999999,1.8031222920256929,2959.68041233169,53.33163018880689,18753.52993590744,25103.28742492475,399828.0,-57.0,119933368.0,37514.34720050047,23700.69736408604,399875.0,0.0,119966331.0,37501.19756173804,23706.03011138747,399863.0,7.0,0,1,0,0,102336,102400,26.657479422288908,26.674150766517982,0.0,918.0,55.50304735114874,65.38774111496483,4275.556688117662,0,0,0,1,1,0,0,0,1.0,55.51172241325414,110.99437148217636,0.031875,0,0,0,0,0,0,3198,354960,3200,102,-1,6157,3198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119966347,3196,3198,354960.0,102.0,918.0,102.0,111.0638297872339,48.91460086726862,102.0,0.0,0.0318949343339586,1.8036860320088357,2959.680017596935,53.29828039191691,18765.26622868761,25126.171409877297,399813.0,-62.0,119933368.0,37537.83035993746,23742.761324110837,399874.0,0.0,119966347.0,37524.66280888317,23749.531340284106,399875.0,9.0,0,1,0,0,102272,102336,26.64080452495565,26.657475866961256,0.0,918.0,55.53776387802958,65.41832571762389,4279.557339697131,0,0,0,1,1,0,0,0,1.0,55.54644979668439,111.06382978723404,0.0318949343339587,0,0,0,0,0,0,3196,354960,3198,102,-1,6149,3196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119998739,1193,1194,62192.0,52.0,104.0,52.0,52.13076278290028,2.605428156254873,52.0,0.0,0.0435510887772194,1.5048776084504043,518.7054507297781,19.89187569712712,50292.849538977374,39754.75961218527,226802.0,6.0,119898311.0,100585.83137583884,10098.435292797089,226802.0,26322.0,119912235.0,100513.1894383906,34779.77366910473,324206.0,5311.0,0,1,0,0,38176,38208,9.94177113811171,9.950104559015408,0.0,104.0,26.087102177554456,26.135654321055807,683.0724267897231,0,0,0,1,1,0,0,0,1.0,26.098031001256807,52.13076278290025,0.0435510887772194,0,0,0,0,0,0,1193,62192,1194,52,-1,695,1193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119986347,1371,1349,2277602.0,1897.0,1913.0,441.0,1661.270605397521,509.6242931316416,1897.0,0.0,1.4062268346923654,51.64893324562873,18997.98649591357,22.6692458601144,44128.8514159617,54216.72849441604,258001.0,-100.0,119885586.0,87507.72700729915,45128.05344468428,258016.0,0.0,119986347.0,89010.64317507419,44153.11456764158,258024.0,5.0,0,1,0,0,43872,44380,11.426300027285604,11.242945832828797,0.0,1913.0,838.4402793090759,906.2504264796954,821289.8354946298,0,0,0,1,1,0,0,0,0.0,838.7485294117647,1661.27060539752,1.4062268346923648,0,0,0,0,0,0,1371,2277602,1349,1897,-1,477,1371,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119988401,1385,1354,2276231.0,1897.0,1913.0,441.0,1643.4880866426022,520.7098229261517,1897.0,0.0,1.4010339734121129,51.55348143009136,18986.235177848564,22.82720643972912,43823.37509130747,54358.45839945368,243795.0,-79.0,119883632.0,86621.12138728329,46249.33112457336,243800.0,0.0,119988401.0,88683.2232076866,44962.85399082712,243821.0,6.0,0,1,0,0,44320,44504,11.542782372772848,11.284424066956271,0.0,1913.0,832.1259124087594,901.5308577024064,812757.8873896367,0,0,0,1,1,0,0,0,0.0,832.429718875502,1643.4880866425992,1.4010339734121122,0,0,0,0,0,0,1385,2276231,1354,1897,-1,477,1385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61572490,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649640773014052,20524163.333333336,35421436.819740444,61425259.0,14740.0,0.0,0.0,0.0,0.0,0.0,61572490.0,30786245.0,43517479.70563151,61557750.0,14740.0,0,0,0,0,32,96,0.0162410193253513,0.0487230579760539,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,14740.0,0.0,14740.0,14740.0,61425259.0,0.0,61425259.0,61425259.0,BENIGN
192.168.0.141,192.168.0.142,6,72494892,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1103526024978422,10356413.142857142,18399536.319739103,50389383.0,11.0,61444184.0,30722092.0,27813749.66733831,50389383.0,11054801.0,72461696.0,18115424.0,22153219.004959453,50418418.0,11.0,0,0,0,0,96,160,0.0413822259366908,0.0689703765611513,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,9682.0,16742.869736099605,29015.0,11.0,24144216.666666668,22728980.7712665,50389383.0,11021585.0,BENIGN
192.168.0.141,192.168.0.142,6,62241667,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285312618635359,8891666.714285715,22824584.37096085,60646318.0,8.0,61449493.0,30724746.5,42315492.22281627,60646318.0,803175.0,62224095.0,15556023.75,30070504.80559609,60658384.0,8.0,0,0,0,0,96,160,0.0481992231988259,0.0803320386647099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,792174.0,0.0,792174.0,792174.0,60646318.0,0.0,60646318.0,60646318.0,BENIGN
192.168.0.141,192.168.0.142,6,119962783,3505,3018,472216.0,134.0,1340.0,134.0,134.72639087018558,26.096384662984573,134.0,0.0,0.0444002650762094,2.439187471313355,3937.4711738723167,54.37519734766406,18393.557651027284,28867.55868258368,613040.0,-77.0,119920780.0,34223.96689497728,31830.799030836857,613134.0,0.0,119962783.0,39762.27477626781,30938.063616017705,613080.0,4.0,0,1,0,0,112160,96828,29.217394864872382,25.157802482791684,0.0,1340.0,72.42244022072329,69.84765155779515,4878.6944281391625,0,0,0,1,1,0,0,0,0.0,72.43354284838264,134.72639087018544,0.0444002650762094,0,0,0,0,0,0,3505,472216,3018,134,-1,1859,3505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119990596,2882,2884,356286.0,102.0,1020.0,102.0,123.62456627342134,78.38627061724559,102.0,0.0,0.0353675450762828,1.8993392529458355,2970.132759403912,48.05376581344758,20813.63330442329,32190.47562118941,613169.0,-55.0,119957167.0,41637.33668864976,34804.42303360133,613212.0,0.0,119990596.0,41620.04717308367,34803.3471585085,613180.0,8.0,0,1,0,0,92224,92288,24.01854892028372,24.035216893163863,0.0,1020.0,61.81550199410442,83.0104111233033,6890.728354859837,0,0,0,1,1,0,0,0,1.0,61.82622268470343,123.62456627342124,0.0353675450762829,0,0,0,0,0,0,2882,356286,2884,102,-1,6157,2882,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119990610,2880,2882,356286.0,102.0,1020.0,102.0,123.71041666666665,79.30844391777315,102.0,0.0,0.0353920888272032,1.8999981737819445,2970.1324128613064,48.02042426486539,20828.087137649745,32230.13178012053,613140.0,-72.0,119957167.0,41666.26154914893,34869.49890791333,613212.0,0.0,119990610.0,41648.94481082952,34868.866337263,613163.0,11.0,0,1,0,0,92160,92224,24.001878146965,24.018546117900392,0.0,1020.0,61.85840707964598,83.47870140977437,6968.693589062265,0,0,0,1,1,0,0,0,1.0,61.86914265879903,123.71041666666666,0.0353920888272033,0,0,0,0,0,0,2880,356286,2882,102,-1,6149,2880,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119989200,1168,1168,62348.0,0.0,208.0,52.0,53.38013698630143,10.1173584439582,0.0,0.0,0.0,0.0,519.6134318755355,19.46841882436086,51387.23768736612,41969.30756957229,291996.0,-7.0,119898461.0,102740.75492716384,25172.09190914125,291996.0,10165.0,119932152.0,102769.62467866315,53753.3092924509,771118.0,0.0,0,0,0,0,37376,37388,9.73420941218043,9.73420941218043,0.0,208.0,26.67864783910994,27.636953997375844,763.8012262530686,0,0,0,0,1,0,0,0,1.0,26.690068493150687,53.38013698630137,0.0,0,0,0,0,0,0,1168,62348,1168,0,-1,744,1168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119988718,1419,1398,2282775.0,1905.0,2896.0,441.0,1608.7209302325566,535.8947275525284,1905.0,0.0,1.3626609442060076,50.94967221398436,19040.790151620757,23.47720724876817,42609.62997159094,56418.66636418091,611237.0,-112.0,119886046.0,84545.87165021144,52727.90886761598,611246.0,0.0,119988718.0,85890.27773800993,52169.79133913004,611282.0,5.0,0,1,0,0,45408,46032,11.826111851615916,11.651095397152256,0.0,2896.0,811.4212207239162,890.0204213256247,792136.3503766425,0,0,0,1,1,0,0,0,0.0,811.7092651757189,1608.7209302325582,1.3626609442060085,0,0,0,0,0,0,1419,2282775,1398,1905,-1,477,1419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119989989,1445,1419,2280413.0,1905.0,1913.0,441.0,1578.1404844290678,546.4735311780055,1905.0,0.0,1.3424947145877368,50.5712609224809,19020.903485539948,23.868657909452764,41910.57946210268,56554.58764186686,611224.0,-125.0,119887107.0,83024.31232686965,54165.88553910772,611246.0,0.0,119989989.0,84619.17418899859,53495.99510002304,611296.0,6.0,0,1,0,0,46240,46668,12.042671326522084,11.825986582930682,0.0,1913.0,797.2855148342039,879.6501991826569,773784.472922088,0,0,0,1,1,0,0,0,0.0,797.5638966480446,1578.1404844290655,1.342494714587738,0,0,0,0,0,0,1445,2280413,1419,1905,-1,477,1445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61472297,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650699615145339,20490765.666666664,35446657.1227677,61421039.0,18934.0,0.0,0.0,0.0,0.0,0.0,61472297.0,30736148.5,43440701.34422349,61453363.0,18934.0,0,0,0,0,32,96,0.0162674903786334,0.0488024711359004,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,18934.0,0.0,18934.0,18934.0,61421039.0,0.0,61421039.0,61421039.0,BENIGN
192.168.0.141,192.168.0.142,6,72481548,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1103729186357885,10354506.857142858,18406877.119459037,50403939.0,17.0,61450255.0,30725127.5,27830042.11468363,50403939.0,11046316.0,72454529.0,18113632.25,22152988.19606475,50416742.0,25.0,0,0,0,0,96,160,0.0413898444884206,0.0689830741473678,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,4276.0,7369.877271705412,12786.0,17.0,24147233.666666668,22738973.841849644,50403939.0,11018482.0,BENIGN
192.168.0.141,192.168.0.142,6,62282809,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128446358288047,8897544.142857142,22802967.755944885,60603543.0,16.0,61451283.0,30725641.5,42253733.51654744,60603543.0,847740.0,62218480.0,15554620.0,30070250.79107479,60656616.0,16.0,0,0,0,0,96,160,0.0481673843580176,0.0802789739300293,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,831526.0,0.0,831526.0,831526.0,60603543.0,0.0,60603543.0,60603543.0,BENIGN
192.168.0.141,192.168.0.142,6,119984348,3055,3057,355266.0,102.0,816.0,102.0,116.29001636661206,61.49425901481368,102.0,0.0,0.0333660451422962,1.844813433524977,2961.7863156617727,50.939977604412206,19634.159384716044,27782.62238748927,419800.0,-40.0,119967115.0,39281.96299934508,27884.47555721327,419836.0,0.0,119984348.0,39261.89397905747,27887.05136193837,419817.0,24.0,0,1,0,0,97760,97824,25.46165438178653,25.478323222625672,0.0,816.0,58.14984459348925,72.59788339761839,5270.452673814197,0,0,0,1,1,0,0,0,1.0,58.159358638743456,116.29001636661212,0.0333660451422963,0,0,0,0,0,0,3055,355266,3057,102,-1,6157,3055,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119984364,3052,3054,355266.0,102.0,816.0,102.0,116.40432503276551,62.18868599394701,102.0,0.0,0.0333988212180745,1.845719308086579,2961.785920705468,50.88996429568106,19653.45847665841,28023.027474942075,419779.0,-73.0,119967116.0,39320.58865945601,28345.130824649284,419836.0,0.0,119984364.0,39300.4795283327,28350.67964574183,419817.0,7.0,0,1,0,0,97664,97740,25.43664772853236,25.4533165671487,0.0,816.0,58.20697560176843,72.93843158650493,5320.014802299261,0,0,0,1,1,0,0,0,1.0,58.21650835244022,116.4043250327654,0.0333988212180746,0,0,0,0,0,0,3052,355266,3054,102,-1,6149,3052,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119993398,3506,3196,471680.0,134.0,1072.0,134.0,134.53508271534497,22.400097977330613,134.0,0.0,0.0419274092615769,2.3702896112187,3931.9996588478975,55.85307284989129,17906.78973287563,25352.087017280344,322863.0,-96.0,119993333.0,34234.90242510697,25957.02804607585,323023.0,0.0,119993398.0,37556.6190923317,24793.64199977179,322914.0,4.0,0,1,0,0,112192,102548,29.218274158716632,26.63479869117466,0.0,1072.0,70.40847381769359,69.12395243014812,4778.120799565381,0,0,0,1,1,0,0,0,0.0,70.41897940913161,134.5350827153451,0.0419274092615769,0,0,0,0,0,0,3506,471680,3196,134,-1,1859,3506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119994040,1185,1186,62192.0,0.0,104.0,52.0,52.48270042194093,4.988830036591217,0.0,0.0,0.0,0.0,518.2924085229566,19.75931471263073,50630.39662447268,40824.12786074178,255364.0,6.0,119903167.0,101269.566722973,17324.068417957336,255364.0,14039.0,119994040.0,101260.79324894505,42201.19584342552,498684.0,119.0,0,0,0,0,37920,37952,9.875490482693976,9.883824229936751,0.0,104.0,26.219224283305262,26.482576682105744,701.3268677236109,0,0,0,0,1,0,0,0,1.0,26.23028258118937,52.482700421940926,0.0,0,0,0,0,0,0,1185,62192,1186,0,-1,744,1185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119981724,1376,1360,2278285.0,1905.0,2811.0,441.0,1655.7303779069737,504.3011185394576,1905.0,0.0,1.400735294117646,51.65656526806753,19004.477715289373,22.803472968933168,43869.00329067644,54793.71265474238,322932.0,-180.0,119883039.0,87187.66472727271,46843.86924744414,323015.0,0.0,119981724.0,88286.77262693156,46151.27351339028,322963.0,5.0,0,1,0,0,44032,44672,11.468413306013172,11.335059662919996,0.0,2811.0,833.7943003288269,902.0718933254368,813733.7007277381,0,0,0,1,1,0,0,0,0.0,834.0990497076024,1655.7303779069769,1.400735294117647,0,0,0,0,0,0,1376,2278285,1360,1905,-1,479,1376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
